1	1	108
2	2	97
3	3	180
4	4	74
5	5	71
6	6	136
7	7	125
8	8	171
9	9	175
10	10	195
11	11	0
12	12	0
13	13	745
14	14	80.4
15	15	131.4
16	16	100
17	17	0
18	18	333
19	19	75.1
20	20	53.1
21	21	0
22	22	0
23	23	0
24	24	0
25	25	108
26	26	97
27	27	180
28	28	74
29	29	71
30	30	136
31	31	125
32	32	171
33	33	175
34	34	195
35	35	0
36	36	0
37	37	745
38	38	80.4
39	39	131.4
40	40	100
41	41	0
42	42	333
43	43	75.1
44	44	53.1
45	45	0
46	46	0
47	47	0
48	48	0
49	49	108
50	50	97
51	51	180
52	52	74
53	53	71
54	54	136
55	55	125
56	56	171
57	57	175
58	58	195
59	59	0
60	60	0
61	61	745
62	62	80.4
63	63	131.4
64	64	100
65	65	0
66	66	333
67	67	75.1
68	68	53.1
69	69	0
70	70	0
71	71	0
72	72	0
73	73	0
