1	1	2	-71.4286	157.5	180	0
2	1	3	-4.7393	157.5	198	0
3	1	5	-11.7647	157.5	198	0
4	2	4	-7.8740	157.5	198	0
5	2	6	-5.2083	157.5	198	0
6	3	9	-8.4034	157.5	198	0
7	3	24	-11.9048	360	540	0
8	4	9	-9.6154	157.5	198	0
9	5	10	-11.3636	157.5	198	0
10	6	10	-16.3934	157.5	180	0
11	7	8	-16.3934	157.5	198	0
12	7	27	-6.2112	157.5	198	0
13	8	9	-6.0606	157.5	198	0
14	8	10	-6.0606	157.5	198	0
15	9	11	-11.9048	360	540	0
16	9	12	-11.9048	360	540	0
17	10	11	-11.9048	360	540	0
18	10	12	-11.9048	360	540	0
19	11	14	-23.8095	450	562.5	0
20	12	13	-20.8333	450	562.5	0
21	12	23	-10.3093	450	562.5	0
22	13	23	-11.4943	450	562.5	0
23	13	39	-13.3333	450	562.5	0
24	14	16	-16.9492	315	393.75	0
25	15	16	-58.8235	450	562.5	0
26	15	21	-20.4082	450	562.5	0
27	15	21	-20.4082	450	562.5	0
28	15	24	-19.2308	450	562.5	0
29	16	17	-38.4615	450	562.5	0
30	16	19	-43.4783	450	562.5	0
31	17	18	-71.4286	450	562.5	0
32	17	22	-9.5238	450	562.5	0
33	18	21	-38.4615	450	562.5	0
34	18	21	-38.4615	450	562.5	0
35	19	20	-25.0000	450	562.5	0
36	19	20	-25.0000	450	562.5	0
37	20	23	-45.4545	450	562.5	0
38	20	23	-45.4545	450	562.5	0
39	21	22	-14.7059	450	562.5	0
40	23	41	-13.5135	450	562.5	0
41	25	26	-71.4286	157.5	180	0
42	25	27	-4.7393	157.5	198	0
43	25	29	-11.7647	157.5	198	0
44	26	28	-7.8740	157.5	198	0
45	26	30	-5.2083	157.5	198	0
46	27	33	-8.4034	157.5	198	0
47	27	48	-11.9048	360	540	0
48	28	33	-9.6154	157.5	198	0
49	29	34	-11.3636	157.5	198	0
50	30	34	-16.3934	157.5	180	0
51	31	32	-16.3934	157.5	198	1
52	32	33	-6.0606	157.5	198	0
53	32	34	-6.0606	157.5	198	0
54	33	35	-11.9048	360	540	0
55	33	36	-11.9048	360	540	0
56	34	35	-11.9048	360	540	0
57	34	36	-11.9048	360	540	0
58	35	38	-23.8095	450	562.5	0
59	36	37	-20.8333	450	562.5	0
60	36	47	-10.3093	450	562.5	0
61	37	47	-11.4943	450	562.5	0
62	38	40	-16.9492	315	393.75	0
63	39	40	-58.8235	450	562.5	0
64	39	45	-20.4082	450	562.5	0
65	39	45	-20.4082	450	562.5	0
66	39	48	-19.2308	450	562.5	0
67	40	41	-38.4615	450	562.5	0
68	40	43	-43.4783	450	562.5	0
69	41	42	-71.4286	450	562.5	0
70	41	46	-9.5238	450	562.5	0
71	42	45	-38.4615	450	562.5	0
72	42	45	-38.4615	450	562.5	0
73	43	44	-25.0000	450	562.5	0
74	43	44	-25.0000	450	562.5	0
75	44	47	-45.4545	450	562.5	0
76	44	47	-45.4545	450	562.5	0
77	45	46	-14.7059	450	562.5	0
78	49	50	-71.4286	157.5	180	0
79	49	51	-4.7393	157.5	198	0
80	49	53	-11.7647	157.5	198	0
81	50	52	-7.8740	157.5	198	0
82	50	54	-5.2083	157.5	198	0
83	51	57	-8.4034	157.5	198	0
84	51	72	-11.9048	360	540	0
85	52	57	-9.6154	157.5	198	0
86	53	58	-11.3636	157.5	198	0
87	54	58	-16.3934	157.5	180	0
88	55	56	-16.3934	157.5	198	1
89	56	57	-6.0606	157.5	198	0
90	56	58	-6.0606	157.5	198	0
91	57	59	-11.9048	360	540	0
92	57	60	-11.9048	360	540	0
93	58	59	-11.9048	360	540	0
94	58	60	-11.9048	360	540	0
95	59	62	-23.8095	450	562.5	0
96	60	61	-20.8333	450	562.5	0
97	60	71	-10.3093	450	562.5	0
98	61	71	-11.4943	450	562.5	0
99	62	64	-16.9492	315	393.75	0
100	63	64	-58.8235	450	562.5	0
101	63	69	-20.4082	450	562.5	0
102	63	69	-20.4082	450	562.5	0
103	63	72	-19.2308	450	562.5	0
104	64	65	-38.4615	450	562.5	0
105	64	67	-43.4783	450	562.5	0
106	65	66	-71.4286	450	562.5	0
107	65	70	-9.5238	450	562.5	0
108	66	69	-38.4615	450	562.5	0
109	66	69	-38.4615	450	562.5	0
110	67	68	-25.0000	450	562.5	0
111	67	68	-25.0000	450	562.5	0
112	68	71	-45.4545	450	562.5	0
113	68	71	-45.4545	450	562.5	0
114	69	70	-14.7059	450	562.5	0
115	73	21	-10.3093	450	562.5	0
116	66	47	-9.6154	450	562.5	0
117	71	73	-111.1111	649.8	803.7	0
